hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 53.9663, 0.353028, 53.9913, 0.340686, 53.9891, 0.338907, 0, 0
2, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
3, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
4, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
5, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
6, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
7, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
8, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
9, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
10, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
11, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
12, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
13, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
14, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
15, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
16, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
17, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
18, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
19, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
20, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
21, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
22, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
23, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
24, 0.00000, 53.9663, 0.353027, 53.9913, 0.340685, 53.9891, 0.338906, 0, 0
25, 0.00000, 53.9663, 0.357977, 53.9915, 0.345486, 53.9892, 0.343718, 0, 0
26, 0.00000, 53.9662, 0.357914, 53.9914, 0.345425, 53.9891, 0.343657, 0, 0
27, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
28, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
29, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
30, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
31, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
32, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
33, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
34, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
35, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
36, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
37, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
38, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
39, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
40, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
41, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
42, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
43, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
44, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
45, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
46, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
47, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
48, 0.00000, 53.9662, 0.357913, 53.9914, 0.345424, 53.9891, 0.343656, 0, 0
49, 0.00000, 53.9652, 0.401439, 53.9921, 0.387859, 53.9895, 0.386196, 0, 0
50, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
51, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
52, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
53, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
54, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
55, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
56, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
57, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
58, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
59, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
60, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
61, 0.00000, 53.9651, 0.40141, 53.992, 0.38783, 53.9895, 0.386167, 0, 0
