hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
2, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
3, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
4, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
5, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
6, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
7, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
8, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
9, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
10, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
11, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
12, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
13, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
14, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
15, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
16, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
17, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
18, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
19, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
20, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
21, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
22, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
23, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
24, 0.00000, 29.3307, -2.90406, 29.3444, -2.91299, 29.3434, -2.91311, 0, 0
25, 0.00000, 32.8055, -1.2571, 32.8211, -1.26569, 32.8197, -1.26649, 0, 0
26, 0.00000, 32.8054, -1.25713, 32.821, -1.26572, 32.8196, -1.26652, 0, 0
27, 0.00000, 32.8054, -1.25713, 32.821, -1.26573, 32.8196, -1.26652, 0, 0
28, 0.00000, 32.8054, -1.25713, 32.821, -1.26573, 32.8196, -1.26652, 0, 0
29, 0.00000, 32.8054, -1.25713, 32.821, -1.26573, 32.8196, -1.26652, 0, 0
30, 0.00000, 32.8054, -1.25713, 32.821, -1.26573, 32.8196, -1.26652, 0, 0
31, 0.00000, 32.8054, -1.25713, 32.821, -1.26573, 32.8196, -1.26652, 0, 0
32, 0.00000, 32.8054, -1.25713, 32.821, -1.26573, 32.8196, -1.26652, 0, 0
33, 0.00000, 32.8054, -1.25713, 32.821, -1.26573, 32.8196, -1.26652, 0, 0
