DMUM_SF61E1614,559369,9577040
BVIRT_6F61E1614,559368,9577042
BVIRT_FU22E2223,559531,9576856
PA_D_M92L1000,559524,9576851
CD_92L1125,559413,9576815
BVIRT_FU22E2985,559882,9576184
PA_D_U25E0320,560041,9576144
PA_D_U55E0529,560244,9576127
PA_D_U55E0544,560255,9576119
CD_55E0739,560337,9575951
PA_EL_1249412,560356,9575917
PA_D_I35L1167,559897,9576356
PA_D_FI35L1084,559892,9576359
BVIRT_FI35L1084,559968,9576399
PA_D_D_FI34L1084,559866,9576392
CD_34L0960,559911,9576323
PA_D_U75E2086,559919,9576453
BVIRT_FU22E2836,559810,9576314
PA_D_D55L0296,559924,9576465
CD_55L0247,559900,9576507
PA_EL_1249380,559883,9576539
PA_D_FD51L0211,559742,9576565
CD_51L0239,559754,9576537
BVIRT_FD51L0211,559742,9576563
PA_D_D51L0175,559737,9576583
PA_D_D51L1046,559725,9576581
BVIRT_FU22E2563,559675,9576550
CD_94L1247,559348,9576702
PA_D_M94L1195,559403,9576699
CD_94L1083,559503,9576688
BVIRT_FM94L1000,559591,9576681
BVIRT_FO35E2319,559344,9577350
PA_D_FO35E2319,559345,9577350
PA_D_O35E2349,559332,9577377
PA_D_O35E2284,559366,9577320
PA_D_O35E2459,559284,9577477
PA_D_O35E2252,559376,9577293
PA_D_X81L1070,559144,9577470
BVIRT_FO35E2222,559395,9577269
PA_D_X84L1000,559139,9577476
CD_84L1083,559131,9577559
CD_36E2960,559339,9577207
PA_E_-10722889,559213,9577252
DMUM_FO35E2124,559425,9577177
PA_E_-10722891,559204,9577260
CD_40L0971,559185,9577267
PA_D_6740,558206,9577077
PA_D_F61E0460,558247,9577068
CD_61E0386,558192,9577079
PA_D_FF98E1004,558348,9577051
PA_D_F88E1200,558251,9577079
PA_D_5F61E0294,558088,9577094
DMUM_FF98E1004,558348,9577046
CD_61E0609,558394,9577042
CD_88E1200,558266,9577172
DMUM_6F61E0294,558085,9577095
DMUM_5F61E0294,558088,9577096
PA_D_FF61E0676,558461,9577029
DMUM_FF93E0732,558454,9577044
BVIRT_FF61E0676,558461,9577029
PA_D_FF61E0708,558493,9577022
BVIRT_FF61E0708,558493,9577021
PA_D_FF61E0767,558548,9577011
PA_D_FF61E1084,558858,9576961
DMUM_FF61E0767,558548,9577011
DMUM_SF61E1144,558903,9576952
DMUM_FF61E1084,558858,9576962
PA_D_TN50L1124,559257,9576510
PA_D_Q31L1061,559209,9576546
PA_D_N50L1193,559309,9576602
CD_30L1090,559302,9576470
PA_D_Q31L1000,559208,9576604
CD_50L1124,559364,9576569
PA_D_Q30L1213,559401,9576401
CD_32L1118,559081,9576633
PA_D_N74L1143,559378,9576369
PA_E_-10951588,559034,9576633
PA_D_U27E2566,559404,9576326
PA_E_-10951587,559016,9576637
CD_23E1193,559434,9576344
PA_E_-10951345,559046,9576769
CD_23E1231,559467,9576363
PA_E_-10951344,559041,9576774
PA_D_U231137,559532,9576401
PA_E_-10951343,558972,9576788
DMUM_SU22E2618,559700,9576501
PA_E_-556507,559539,9576395
PA_E_-10951341,558956,9576794
PA_E_-556521,559553,9576366
CD_52E2040,558957,9576864
PA_E_-557292,559570,9576336
PA_E_-10951288,558950,9576941
PA_D_U26E5684,559588,9576305
BVIRT_FX52E2120,558951,9576942
DMUM_SX52E2120,558950,9576941
CD_26E2714,559602,9576273
CD_61E1445,559215,9576984
BVIRT_FF61E1445,559211,9576988
PA_EL_3098323,559144,9577012
DMUM_FF61E1388,559155,9576971
DMUM_FI35L1084,559968,9576399
CD_35L1084,559968,9576386
DMUM_FD51L0211,559741,9576563
CD_51L0211,559742,9576560
DMUM_FO35E2319,559344,9577350
PA_D_O94L1120,559341,9577352
CD_94L1084,559307,9577348
PA_D_F93E0751,558461,9577025
DMUM_FF93E0896,558434,9576892
DMUM_FF61E0676,558461,9577029
CUMT_BCF61E0708,558492,9577020
DMUM_FF61E0708,558492,9577021
BVIRT_FT55E1989,558819,9577225
CD_55E1808,558709,9577242
PA_D_H06E1128,558595,9577256
PA_D_H06E1360,558554,9577030
BVIRT_FF61E0767,558549,9577011
BVIRT_FF61E1084,558858,9576962
CD_61E1084,558855,9576981
PA_E_4338776,558459,9577066
CD_93E0675,558466,9577100
BVIRT_FF93E0732,558455,9577044
PA_E_4339447,558474,9577135
PA_E_4339973,558484,9577158
PA_E_4340413,558487,9577175
CD_93E0565,558493,9577208
CD_98E1580,558244,9576480
PA_D_D_TE36L1310,558236,9576446
CD_98E1318,558290,9576737
PA_D_6759,558217,9576461
PA_D_FF87E0218,558296,9576400
PA_D_FF98E1264,558300,9576789
PA_D_6760,558209,9576461
BVIRT_FF87E0247,558328,9576374
BVIRT_FF87E0218,558297,9576399
BVIRT_FF98E1264,558301,9576788
PA_D_FF98E1042,558340,9577005
PA_D_FF98E1400,558252,9576604
PA_D_E36L1488,558122,9576340
BVIRT_FF98E1004,558349,9577046
BVIRT_FF98E1042,558341,9577005
DMUM_FF98E1400,558254,9576604
BVIRT_FE36L1488,558121,9576340
PA_D_FE36L1428,558092,9576299
CD_36L1310,558025,9576208
DMUM_FE36L1428,558091,9576300
PA_EL_1249297,558002,9576175
PA_D_6788,557872,9575995
PA_D_Z83L1000,557873,9575988
BVIRT_FZ83L1034,557901,9575967
DMUM_SF61E0294,558086,9577098
BVIRT_5F61E0294,558088,9577096
CD_93E0896,558440,9576890
BVIRT_FF93E0896,558435,9576892
CD_55E1989,558817,9577219
DMUM_FT55E1989,558818,9577225
