Hora[1] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[2] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[3] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[4] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[5] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[6] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[7] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[8] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[9] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[10] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[11] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[12] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[13] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[14] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[15] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[16] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[17] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[18] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[19] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[20] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[21] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[22] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[23] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[24] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.514700 | Cap_utilizado = 92.546280 | N_passo=16 
Hora[25] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[26] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[27] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[28] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[29] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[30] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[31] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[32] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[33] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[34] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[35] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[36] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[37] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[38] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[39] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[40] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[41] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[42] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[43] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[44] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[45] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[46] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[47] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[48] | FP: 0.873224 => 0.995919 | Cap_matlab = 112.626300 | Cap_utilizado = 92.631870 | N_passo=16 
Hora[49] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[50] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[51] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[52] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[53] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[54] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[55] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[56] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[57] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[58] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[59] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[60] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[61] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[62] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[63] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[64] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[65] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
Hora[66] | FP: 0.873226 => 0.995922 | Cap_matlab = 112.490100 | Cap_utilizado = 92.526420 | N_passo=16 
