hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
2, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
3, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
4, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
5, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
6, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
7, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
8, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
9, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
10, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
11, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
12, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
13, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
14, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
15, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
16, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
17, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
18, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
19, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
20, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
21, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
22, 0.00000, 10.6006, 4.31891, 10.6023, 4.31915, 10.6018, 4.31858, 0, 0
23, 0.00000, 8.9271, 3.59972, 8.9285, 3.59984, 8.92817, 3.59943, 0, 0
24, 0.00000, 7.255, 2.88119, 7.25604, 2.88121, 7.25586, 2.88095, 0, 0
25, 0.00000, 4.57348, 1.73294, 4.57403, 1.73281, 4.57406, 1.73275, 0, 0
26, 0.00000, 3.01468, 1.01752, 3.01502, 1.01731, 3.01514, 1.01735, 0, 0
27, 0.00000, 3.01497, 1.01332, 3.01525, 1.01316, 3.01535, 1.01318, 0, 0
28, 0.00000, 3.01505, 1.01223, 3.01531, 1.01207, 3.0154, 1.01209, 0, 0
29, 0.00000, 3.01509, 1.0116, 3.01534, 1.01145, 3.01543, 1.01147, 0, 0
30, 0.00000, 3.01512, 1.01116, 3.01536, 1.01102, 3.01545, 1.01103, 0, 0
31, 0.00000, 3.01514, 1.01098, 3.01537, 1.01084, 3.01546, 1.01085, 0, 0
32, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
33, 0.00000, 3.01515, 1.01075, 3.01538, 1.01062, 3.01547, 1.01063, 0, 0
34, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
35, 0.00000, 3.01511, 1.01128, 3.01535, 1.01113, 3.01545, 1.01115, 0, 0
36, 0.00000, 3.01513, 1.01109, 3.01536, 1.01095, 3.01546, 1.01097, 0, 0
37, 0.00000, 3.01516, 1.01063, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
38, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
39, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
40, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
41, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
42, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
43, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
44, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
45, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
46, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
47, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
48, 0.00000, 3.01516, 1.01064, 3.01539, 1.0105, 3.01548, 1.01052, 0, 0
49, 0.00000, 4.82688, 1.79899, 4.82729, 1.79887, 4.82734, 1.79883, 0, 0
50, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
51, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
52, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
53, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
54, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
55, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
56, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
57, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
58, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
59, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
60, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
61, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
62, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
63, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
64, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
65, 0.00000, 4.82688, 1.79899, 4.82728, 1.79887, 4.82734, 1.79883, 0, 0
66, 0.00000, 4.82687, 1.79902, 4.82728, 1.79891, 4.82734, 1.79887, 0, 0
67, 0.00000, 4.82684, 1.79944, 4.82726, 1.79932, 4.82732, 1.79928, 0, 0
68, 0.00000, 4.82678, 1.80023, 4.82722, 1.80011, 4.82729, 1.80007, 0, 0
69, 0.00000, 4.82656, 1.80297, 4.82709, 1.80283, 4.82717, 1.80278, 0, 0
70, 0.00000, 11.4022, 1.88305, 11.4038, 1.88282, 11.4037, 1.88245, 0, 0
71, 0.00000, 13.0765, 1.91112, 13.0784, 1.91087, 13.0781, 1.91042, 0, 0
72, 0.00000, 13.0765, 1.91112, 13.0784, 1.91087, 13.0781, 1.91042, 0, 0
73, 0.00000, 16.7154, 3.54608, 16.7187, 3.54576, 16.7181, 3.54499, 0, 0
74, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
75, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
76, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
77, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
78, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
79, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
80, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
81, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
82, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
83, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
84, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
85, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
86, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
87, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
88, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
89, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
90, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
91, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
92, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
93, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
94, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
95, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
96, 0.00000, 16.7154, 3.54609, 16.7187, 3.54577, 16.7181, 3.545, 0, 0
