hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 25.8801, 13.3823, 25.8955, 13.3835, 25.8906, 13.3784, 0, 0
2, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
3, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
4, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
5, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
6, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
7, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
8, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
9, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
10, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
11, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
12, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
13, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
14, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
15, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
16, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
17, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
18, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
19, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
20, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
21, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
22, 0.00000, 25.8805, 13.3825, 25.8958, 13.3837, 25.8909, 13.3785, 0, 0
23, 0.00000, 25.8805, 13.3825, 25.8959, 13.3837, 25.891, 13.3786, 0, 0
24, 0.00000, 25.8807, 13.3828, 25.8957, 13.3838, 25.8908, 13.3788, 0, 0
25, 0.00000, 30.531, 15.7176, 30.547, 15.7176, 30.5417, 15.7127, 0, 0
26, 0.00000, 30.5316, 15.7182, 30.5466, 15.7176, 30.5414, 15.7132, 0, 0
27, 0.00000, 30.5327, 15.7195, 30.5448, 15.7172, 30.5401, 15.7143, 0, 0
28, 0.00000, 30.533, 15.72, 30.5437, 15.7169, 30.5392, 15.7147, 0, 0
29, 0.00000, 30.5335, 15.7208, 30.5425, 15.7166, 30.5383, 15.7152, 0, 0
30, 0.00000, 30.5338, 15.7211, 30.542, 15.7165, 30.5379, 15.7155, 0, 0
31, 0.00000, 30.5338, 15.7212, 30.5419, 15.7165, 30.5378, 15.7155, 0, 0
32, 0.00000, 30.5338, 15.7212, 30.5419, 15.7165, 30.5378, 15.7156, 0, 0
33, 0.00000, 30.5338, 15.7212, 30.5419, 15.7165, 30.5378, 15.7156, 0, 0
34, 0.00000, 30.5338, 15.7212, 30.5419, 15.7165, 30.5378, 15.7156, 0, 0
35, 0.00000, 30.5336, 15.7209, 30.5423, 15.7165, 30.5381, 15.7153, 0, 0
36, 0.00000, 30.5337, 15.7211, 30.542, 15.7165, 30.5379, 15.7155, 0, 0
37, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5378, 15.7156, 0, 0
38, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5378, 15.7156, 0, 0
39, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
40, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
41, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
42, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
43, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
44, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
45, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
46, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
47, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
48, 0.00000, 30.5338, 15.7212, 30.5418, 15.7165, 30.5377, 15.7156, 0, 0
49, 0.00000, 34.2655, 17.6188, 34.2757, 17.6136, 34.2708, 17.6122, 0, 0
50, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
51, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
52, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
53, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
54, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
55, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
56, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
57, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
58, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
59, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
60, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
61, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
62, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
63, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
64, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
65, 0.00000, 34.2661, 17.6192, 34.2763, 17.6139, 34.2714, 17.6126, 0, 0
66, 0.00000, 34.2661, 17.6192, 34.2763, 17.614, 34.2714, 17.6126, 0, 0
67, 0.00000, 34.266, 17.6191, 34.2765, 17.6141, 34.2715, 17.6126, 0, 0
68, 0.00000, 34.265, 17.6186, 34.2782, 17.6151, 34.2728, 17.6122, 0, 0
69, 0.00000, 34.2636, 17.6179, 34.2807, 17.6166, 34.2747, 17.6119, 0, 0
70, 0.00000, 34.2618, 17.617, 34.2837, 17.6185, 34.2769, 17.6113, 0, 0
71, 0.00000, 34.263, 17.6178, 34.2848, 17.6192, 34.2781, 17.6121, 0, 0
72, 0.00000, 34.2631, 17.6179, 34.285, 17.6193, 34.2782, 17.6121, 0, 0
73, 0.00000, 46.4745, 24.0165, 46.5122, 24.0186, 46.501, 24.0065, 0, 0
74, 0.00000, 46.4799, 24.0207, 46.5176, 24.0228, 46.5064, 24.0107, 0, 0
75, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
76, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
77, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
78, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
79, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
80, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
81, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
82, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
83, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
84, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
85, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
86, 0.00000, 46.4799, 24.0207, 46.5176, 24.0229, 46.5065, 24.0107, 0, 0
