hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 5.11716, 2.98341, 5.11889, 2.98371, 5.11826, 2.98305, 0, 0
2, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
3, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
4, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
5, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
6, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
7, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
8, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
9, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
10, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
11, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
12, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
13, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
14, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
15, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
16, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
17, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
18, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
19, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
20, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
21, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
22, 0.00000, 5.11718, 2.98342, 5.11891, 2.98372, 5.11828, 2.98306, 0, 0
23, 0.00000, 3.44027, 2.96474, 3.44153, 2.96522, 3.44111, 2.96464, 0, 0
24, 0.00000, 1.76746, 2.95437, 1.76824, 2.955, 1.76803, 2.95451, 0, 0
25, 0.00000, -1.93766, 2.78973, -1.93772, 2.7906, -1.93755, 2.79028, 0, 0
26, 0.00000, -2.72464, 2.79647, -2.72479, 2.79736, -2.72456, 2.79705, 0, 0
27, 0.00000, -2.7245, 2.79804, -2.72452, 2.79879, -2.72436, 2.79848, 0, 0
28, 0.00000, -2.72443, 2.79887, -2.72438, 2.79954, -2.72426, 2.79924, 0, 0
29, 0.00000, -2.72431, 2.80022, -2.72416, 2.80077, -2.72409, 2.80048, 0, 0
30, 0.00000, -2.72426, 2.80082, -2.72406, 2.80132, -2.72401, 2.80102, 0, 0
31, 0.00000, -2.72425, 2.80092, -2.72404, 2.80141, -2.72399, 2.80111, 0, 0
32, 0.00000, -2.72422, 2.80118, -2.72399, 2.80164, -2.72396, 2.80135, 0, 0
33, 0.00000, -2.72424, 2.80101, -2.72403, 2.80149, -2.72398, 2.8012, 0, 0
34, 0.00000, -2.7242, 2.80149, -2.72395, 2.80192, -2.72392, 2.80163, 0, 0
35, 0.00000, -2.72428, 2.80052, -2.72411, 2.80104, -2.72404, 2.80075, 0, 0
36, 0.00000, -2.72427, 2.80076, -2.72407, 2.80126, -2.72401, 2.80097, 0, 0
37, 0.00000, -2.72418, 2.80167, -2.72391, 2.80209, -2.7239, 2.8018, 0, 0
38, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
39, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
40, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
41, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
42, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
43, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
44, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
45, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
46, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
47, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
48, 0.00000, -2.72419, 2.80167, -2.72392, 2.80209, -2.7239, 2.8018, 0, 0
49, 0.00000, -2.27778, 3.00262, -2.2775, 3.00304, -2.27749, 3.00274, 0, 0
50, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
51, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
52, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
53, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
54, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
55, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
56, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
57, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
58, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
59, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
60, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
61, 0.00000, -2.27778, 3.00262, -2.27749, 3.00304, -2.27749, 3.00274, 0, 0
62, 0.00000, -2.27779, 3.00256, -2.2775, 3.00298, -2.2775, 3.00268, 0, 0
63, 0.00000, -2.2778, 3.00244, -2.27752, 3.00287, -2.27751, 3.00258, 0, 0
64, 0.00000, -2.27781, 3.00231, -2.27754, 3.00276, -2.27753, 3.00246, 0, 0
65, 0.00000, -2.27782, 3.00218, -2.27757, 3.00264, -2.27755, 3.00235, 0, 0
66, 0.00000, -2.27784, 3.002, -2.27759, 3.00248, -2.27757, 3.00218, 0, 0
67, 0.00000, -2.27787, 3.00172, -2.27764, 3.00222, -2.2776, 3.00192, 0, 0
68, 0.00000, -2.27805, 2.99981, -2.27795, 3.0005, -2.27785, 3.00018, 0, 0
69, 0.00000, -2.27824, 2.99785, -2.27827, 2.99874, -2.2781, 2.99839, 0, 0
70, 0.00000, 3.51515, 2.99935, 3.51644, 2.99985, 3.51601, 2.99925, 0, 0
71, 0.00000, 5.19219, 3.01837, 5.19397, 3.01868, 5.19332, 3.01799, 0, 0
72, 0.00000, 5.19242, 3.01848, 5.1942, 3.01879, 5.19355, 3.01811, 0, 0
73, 0.00000, 7.60612, 4.1535, 7.60935, 4.15391, 7.60823, 4.15275, 0, 0
74, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
75, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
76, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
77, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
78, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
79, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
80, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
81, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
82, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
83, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
84, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
85, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
86, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
87, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
88, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
89, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
90, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
91, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
92, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
93, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
94, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
95, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
96, 0.00000, 7.60623, 4.15357, 7.60946, 4.15397, 7.60834, 4.15282, 0, 0
