hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
2, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
3, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
4, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
5, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
6, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
7, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
8, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
9, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
10, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
11, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
12, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
13, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
14, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
15, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
16, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
17, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
18, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
19, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
20, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
21, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
22, 0.00000, 15.2963, 6.42157, 15.3028, 6.42288, 15.3013, 6.42047, 0, 0
23, 0.00000, 15.2963, 6.42151, 15.3028, 6.42282, 15.3012, 6.42042, 0, 0
24, 0.00000, 11.8822, 4.91642, 11.8871, 4.91703, 11.8863, 4.91543, 0, 0
25, 0.00000, 8.48975, 3.41633, 8.4927, 3.41632, 8.49259, 3.41556, 0, 0
26, 0.00000, 6.8014, 2.66789, 6.8035, 2.66764, 6.80367, 2.66721, 0, 0
27, 0.00000, 0.0982002, 0.0580231, 0.0981641, 0.057105, 0.0989936, 0.0575095, 0, 0
28, 0.00000, 0.098465, 0.0449549, 0.0984111, 0.0442279, 0.0990786, 0.0445264, 0, 0
29, 0.00000, 0.0987227, 0.0320227, 0.098675, 0.0315059, 0.0991526, 0.0317099, 0, 0
30, 0.00000, 0.0988237, 0.0268406, 0.0987903, 0.026421, 0.0991747, 0.0265911, 0, 0
31, 0.00000, 0.0988387, 0.0260647, 0.0988071, 0.0256584, 0.0991788, 0.0258237, 0, 0
32, 0.00000, 0.0988499, 0.0254762, 0.0988181, 0.0250769, 0.0991838, 0.0252387, 0, 0
33, 0.00000, 0.098846, 0.0256812, 0.0988141, 0.0252795, 0.099182, 0.0254425, 0, 0
34, 0.00000, 0.0988631, 0.0247803, 0.0988295, 0.0243863, 0.0991914, 0.0245441, 0, 0
35, 0.00000, 0.0987816, 0.0290557, 0.0987338, 0.0285833, 0.0991722, 0.0287661, 0, 0
36, 0.00000, 0.0988282, 0.0266637, 0.0987877, 0.0262376, 0.0991815, 0.0264048, 0, 0
37, 0.00000, 0.0988753, 0.0241963, 0.0988378, 0.0238066, 0.099198, 0.023959, 0, 0
38, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
39, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
40, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
41, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
42, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
43, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
44, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
45, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
46, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
47, 0.00000, 0.0988753, 0.0241941, 0.0988378, 0.0238044, 0.099198, 0.0239568, 0, 0
