hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
2, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
3, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
4, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
5, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
6, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
7, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
8, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
9, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
10, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
11, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
12, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
13, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
14, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
15, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
16, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
17, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
18, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
19, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
20, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
21, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
22, 0.00000, 10.0652, 4.16178, 10.0699, 4.16277, 10.0688, 4.16104, 0, 0
23, 0.00000, 10.0652, 4.16175, 10.0699, 4.16274, 10.0688, 4.16101, 0, 0
24, 0.00000, 6.68314, 2.60503, 6.6862, 2.60516, 6.68583, 2.60431, 0, 0
25, 0.00000, 4.791, 2.00145, 4.79286, 2.0012, 4.79304, 2.00086, 0, 0
26, 0.00000, 3.11335, 1.06975, 3.11441, 1.06912, 3.11489, 1.06914, 0, 0
27, 0.00000, -3.54871, 1.01723, -3.54958, 1.01689, -3.54865, 1.01733, 0, 0
28, 0.00000, -4.74422, 1.01535, -4.74517, 1.01505, -4.74434, 1.01546, 0, 0
29, 0.00000, -4.74413, 1.00644, -4.74483, 1.00621, -4.74423, 1.00651, 0, 0
30, 0.00000, -4.74411, 1.00276, -4.74468, 1.00258, -4.74419, 1.00282, 0, 0
31, 0.00000, -4.74411, 1.00219, -4.74466, 1.00201, -4.74418, 1.00225, 0, 0
32, 0.00000, -4.7441, 1.0018, -4.74464, 1.00163, -4.74418, 1.00186, 0, 0
33, 0.00000, -4.7441, 1.00192, -4.74465, 1.00175, -4.74418, 1.00198, 0, 0
34, 0.00000, -4.7441, 1.00138, -4.74463, 1.0012, -4.74417, 1.00143, 0, 0
35, 0.00000, -4.74412, 1.00439, -4.74476, 1.00417, -4.74421, 1.00444, 0, 0
36, 0.00000, -4.74411, 1.00268, -4.74469, 1.00249, -4.74419, 1.00273, 0, 0
37, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74417, 1.00106, 0, 0
38, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
39, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
40, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
41, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
42, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
43, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
44, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
45, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
46, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
47, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
48, 0.00000, -4.74409, 1.00101, -4.74462, 1.00084, -4.74416, 1.00106, 0, 0
49, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
50, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
51, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
52, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
53, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
54, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
55, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
56, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
57, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
58, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
59, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
60, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
61, 0.00000, -3.77766, 1.42071, -3.77816, 1.42058, -3.77762, 1.42081, 0, 0
62, 0.00000, -3.77767, 1.42077, -3.77816, 1.42064, -3.77762, 1.42087, 0, 0
63, 0.00000, -3.77767, 1.42088, -3.77817, 1.42075, -3.77762, 1.42098, 0, 0
64, 0.00000, -3.77767, 1.421, -3.77817, 1.42087, -3.77762, 1.4211, 0, 0
65, 0.00000, -3.77767, 1.42113, -3.77817, 1.421, -3.77763, 1.42124, 0, 0
66, 0.00000, -3.77767, 1.42131, -3.77818, 1.42118, -3.77763, 1.42141, 0, 0
67, 0.00000, -3.77769, 1.42226, -3.77822, 1.42212, -3.77764, 1.42236, 0, 0
68, 0.00000, -3.77778, 1.43289, -3.77865, 1.43264, -3.77776, 1.43301, 0, 0
69, 0.00000, 2.41624, 0.869479, 2.41689, 0.868784, 2.41764, 0.868829, 0, 0
70, 0.00000, 12.5247, 1.17535, 12.5303, 1.17452, 12.5299, 1.17308, 0, 0
71, 0.00000, 12.5251, 1.17596, 12.5307, 1.17514, 12.5303, 1.17369, 0, 0
72, 0.00000, 12.5251, 1.17597, 12.5307, 1.17514, 12.5303, 1.1737, 0, 0
73, 0.00000, 16.5039, 3.0914, 16.5137, 3.09048, 16.5125, 3.08796, 0, 0
74, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
75, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
76, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
77, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
78, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
79, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
80, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
81, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
82, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
83, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
84, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
85, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
86, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
87, 0.00000, 16.504, 3.09146, 16.5138, 3.09054, 16.5126, 3.08802, 0, 0
