Hora[1] | FP: 0.896295 => 0.923941 | Cap_matlab = 23.598930 | Cap_utilizado = 3.861150 | N_passo=3 
Hora[2] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[3] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[4] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[5] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[6] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[7] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[8] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[9] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[10] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[11] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[12] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[13] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[14] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[15] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[16] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[17] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[18] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[19] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[20] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[21] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[22] | FP: 0.896296 => 0.923941 | Cap_matlab = 23.598990 | Cap_utilizado = 3.861210 | N_passo=3 
Hora[23] | FP: 0.896295 => 0.923944 | Cap_matlab = 23.599320 | Cap_utilizado = 3.861900 | N_passo=3 
Hora[24] | FP: 0.849455 => 0.923602 | Cap_matlab = 23.336820 | Cap_utilizado = 7.761330 | N_passo=6 
Hora[25] | FP: 0.782529 => 0.921681 | Cap_matlab = 24.761340 | Cap_utilizado = 11.688420 | N_passo=9 
Hora[26] | FP: 0.726379 => 0.929100 | Cap_matlab = 24.675240 | Cap_utilizado = 14.322900 | N_passo=11 
Hora[27] | FP: 0.519886 => 0.922477 | Cap_matlab = 24.541950 | Cap_utilizado = 18.324090 | N_passo=14 
Hora[28] | FP: 0.519883 => 0.922537 | Cap_matlab = 24.542250 | Cap_utilizado = 18.327060 | N_passo=14 
