hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 0.121458, 0.675709, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
2, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
3, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
4, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
5, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
6, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
7, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
8, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
9, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
10, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
11, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
12, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
13, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
14, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
15, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
16, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
17, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
18, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
19, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
20, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
21, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
22, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
23, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
24, 0.00000, 0.121458, 0.675708, 0.121603, 0.676165, 0.12146, 0.675906, 0, 0
25, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
26, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
27, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
28, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
29, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
30, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
31, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
32, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
33, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
34, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
35, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
36, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
37, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
38, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
39, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
40, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
41, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
42, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
43, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
44, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
45, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
46, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
47, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
48, 0.00000, 0.184461, 0.70247, 0.184636, 0.70293, 0.184483, 0.70266, 0, 0
49, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
50, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
51, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
52, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
53, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
54, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
55, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
56, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
57, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
58, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
59, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
60, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
61, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
62, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
63, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
64, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
65, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
66, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
67, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
68, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
69, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
70, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
71, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
72, 0.00000, 0.175328, 0.697756, 0.175509, 0.698242, 0.175348, 0.697958, 0, 0
73, 0.00000, 0.145887, 0.68119, 0.146097, 0.681803, 0.1459, 0.681452, 0, 0
74, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
75, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
76, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
77, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
78, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
79, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
80, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
81, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
82, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
83, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
84, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
85, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
86, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
87, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
88, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
89, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
90, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
91, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
92, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
93, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
94, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
95, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
96, 0.00000, 0.145888, 0.681189, 0.146098, 0.681802, 0.145901, 0.681451, 0, 0
