hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 39.0745, 19.0501, 39.0977, 19.0513, 39.0902, 19.0438, 0, 0
2, 0.00000, 39.0751, 19.0503, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
3, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
4, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
5, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
6, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
7, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
8, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
9, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
10, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
11, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
12, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
13, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
14, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
15, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
16, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
17, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
18, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
19, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
20, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
21, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
22, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
23, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
24, 0.00000, 39.0751, 19.0504, 39.0983, 19.0516, 39.0907, 19.044, 0, 0
25, 0.00000, 44.4016, 21.6029, 44.4283, 21.6041, 44.4198, 21.5955, 0, 0
26, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
27, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
28, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
29, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
30, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
31, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
32, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
33, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
34, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
35, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
36, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
37, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
38, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
39, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
40, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
41, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
42, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
43, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
44, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
45, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
46, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
47, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
48, 0.00000, 44.402, 21.6031, 44.4288, 21.6043, 44.4202, 21.5958, 0, 0
