hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 17.6434, 8.65096, 17.6509, 8.65132, 17.6483, 8.64887, 0, 0
2, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
3, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
4, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
5, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
6, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
7, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
8, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
9, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
10, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
11, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
12, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
13, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
14, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
15, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
16, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
17, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
18, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
19, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
20, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
21, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
22, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
23, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
24, 0.00000, 17.6435, 8.65102, 17.651, 8.65139, 17.6485, 8.64894, 0, 0
25, 0.00000, 20.1741, 9.81426, 20.1823, 9.81458, 20.1796, 9.81192, 0, 0
26, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
27, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
28, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
29, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
30, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
31, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
32, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
33, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
34, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
35, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
36, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
37, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
38, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
39, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
40, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
41, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
42, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
43, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
44, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
45, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
46, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
47, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
48, 0.00000, 20.1741, 9.81424, 20.1823, 9.81456, 20.1795, 9.8119, 0, 0
49, 0.00000, 21.5827, 10.4663, 21.5919, 10.4666, 21.5889, 10.4637, 0, 0
50, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
51, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
52, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
53, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
54, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
55, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
56, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
57, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
58, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
59, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
60, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
61, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
62, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
63, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
64, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
65, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
66, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
67, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
68, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
69, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
70, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
71, 0.00000, 21.5829, 10.4664, 21.5921, 10.4667, 21.5891, 10.4638, 0, 0
