hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar), P4 (kW), Q4 (kvar)
1, 0.00000, 19.0532, 9.76451, 19.0616, 9.76503, 19.059, 9.76226, 0, 0
2, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
3, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
4, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
5, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
6, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
7, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
8, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
9, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
10, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
11, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
12, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
13, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
14, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
15, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
16, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
17, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
18, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
19, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
20, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
21, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
22, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
23, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
24, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76246, 0, 0
25, 0.00000, 19.0536, 9.7647, 19.062, 9.76522, 19.0594, 9.76243, 0, 0
26, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
27, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
28, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
29, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
30, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
31, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
32, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
33, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
34, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
35, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
36, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
37, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
38, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
39, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
40, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
41, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
42, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
43, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
44, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
45, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
46, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
47, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
48, 0.00000, 19.0536, 9.76471, 19.062, 9.76523, 19.0594, 9.76245, 0, 0
49, 0.00000, 20.7852, 10.6443, 20.795, 10.6449, 20.792, 10.6417, 0, 0
50, 0.00000, 20.7858, 10.6446, 20.7955, 10.6452, 20.7925, 10.642, 0, 0
51, 0.00000, 20.7858, 10.6446, 20.7955, 10.6452, 20.7925, 10.642, 0, 0
52, 0.00000, 20.7858, 10.6446, 20.7955, 10.6452, 20.7925, 10.642, 0, 0
53, 0.00000, 20.7858, 10.6446, 20.7955, 10.6452, 20.7925, 10.642, 0, 0
54, 0.00000, 20.7858, 10.6446, 20.7955, 10.6452, 20.7925, 10.642, 0, 0
55, 0.00000, 20.7858, 10.6446, 20.7955, 10.6452, 20.7925, 10.642, 0, 0
56, 0.00000, 20.7858, 10.6446, 20.7955, 10.6452, 20.7925, 10.642, 0, 0
